-0.24909223903325067,-0.27314884104118836,-0.3021991446255618,0.0
-0.24886058436162284,-0.2729607478333411,-0.30202461028392436,0.0
-0.24863354547423666,-0.2730040208106066,-0.3022259738714664,0.0
-0.24854411465455467,-0.2730144063251503,-0.3020932700745189,0.0
-0.2486116204990888,-0.2729769030781869,-0.30194268011363506,0.0
-0.24891799317812838,-0.2729893079983363,-0.30197874092802296,0.0
-0.24882798538541617,-0.27324981132147447,-0.30203788066361914,0.0
-0.24867999180316827,-0.2731237427143744,-0.30203701520407383,0.0
-0.24898838388781352,-0.27322269358905477,-0.30206326747694817,0.0
-0.2490682946524971,-0.27324317613162713,-0.3019908573616573,0.0
-0.24903598416280556,-0.27307181514165585,-0.3019363334103028,0.0
-0.24881673441132715,-0.2730421010306002,-0.3020078780660484,0.0
-0.2486378727719632,-0.27327664056737905,-0.30180362961335533,0.0
-0.24855074984440204,-0.2731909600723934,-0.3019037344340961,0.0
-0.24877259597451637,-0.2731436482839165,-0.3019744136302964,0.0
-0.24932620159699936,-0.2732157699126923,-0.3020274951490754,0.0
-0.24940063111789598,-0.2732336560766287,-0.30203211093331706,0.0
-0.24855334622303799,-0.2731797090983044,-0.301892194973492,0.0
-0.24867999180316827,-0.27317249693542683,-0.30200268530877655,0.0
-0.24865085466514283,-0.27311104930770985,-0.3018143036144142,0.0
-0.2489846335631172,-0.2730934516302886,-0.30186305783546663,0.0
-0.2488481794414734,-0.27314624466255244,-0.30209355856103404,0.0
-0.24879163608451318,-0.2731416288783108,-0.3017828585842679,0.0
-0.24885221825268483,-0.2730801812505938,-0.30180276415381,0.0
-0.24899184572599478,-0.2731220117952838,-0.301892194973492,0.0
-0.2489021264197977,-0.2731032601718021,-0.30192046665197214,0.0
-0.24859546525424303,-0.27303863919241894,-0.3017978598830533,0.0
-0.24833150009292365,-0.2730432549766606,-0.3018347861569865,0.0
-0.24853459459955626,-0.2731436482839165,-0.3018422868063792,0.0
-0.2489122234478263,-0.27319644131618037,-0.30199258828074793,0.0
-0.2487192259692223,-0.2731603805017925,-0.30193777584287834,0.0
-0.24881413803269123,-0.27314047493225035,-0.30186796210622335,0.0
-0.24893559085554967,-0.2731329742828577,-0.30193027519348564,0.0
-0.24894539939706317,-0.27294661199410103,-0.30182440064244276,0.0
-0.2489283786926721,-0.2729593054007656,-0.30175631782487844,0.0
